event_id,user_id,mode,game_name,learning_time_ms,number_range,start,end,skill_id,type
14031,346,END_OF_NR,Distance,33593.0,R20,2022-03-10T11:38:37.221Z,2022-03-10T11:39:10.990Z,45.0,task
14032,346,END_OF_NR,Secret Number,21109.0,R20,2022-03-15T07:23:08.232Z,2022-03-15T07:23:29.488Z,47.0,task
14033,346,END_OF_NR,Comparison,4034.0,R20,2022-03-18T07:25:21.158Z,2022-03-18T07:25:42.246Z,33.0,task
14034,346,END_OF_NR,Landing,6075.0,R20,2022-03-21T07:29:34.068Z,2022-03-21T07:30:30.163Z,50.0,task
14035,346,END_OF_NR,Landing,6084.0,R20,2022-03-22T08:11:25.667Z,2022-03-22T08:11:33.815Z,49.0,task
14036,346,END_OF_NR,Conversion,12341.0,R20,2022-03-24T07:35:54.572Z,2022-03-24T07:36:07.060Z,37.0,task
14037,346,END_OF_NR,Comparison,824.0,R20,2022-03-31T10:38:27.007Z,2022-03-31T10:39:17.678Z,43.0,task
14038,346,END_OF_NR,Conversion,23919.0,R20,2022-04-01T06:27:18.542Z,2022-04-01T06:30:39.592Z,38.0,task
14039,346,END_OF_NR,Distance,9123.0,R20,2022-04-07T06:43:22.276Z,2022-04-07T06:43:31.515Z,44.0,task
14041,346,END_OF_NR,Comparison,3135.0,R20,2022-05-20T09:50:54.194Z,2022-05-20T09:50:59.580Z,33.0,task
14042,346,END_OF_NR,Secret Number,179603.0,R20,2022-05-30T06:44:23.110Z,2022-05-30T06:48:09.668Z,47.0,task
14043,346,END_OF_NR,Comparison,1350.0,R20,2022-06-02T11:02:12.822Z,2022-06-02T11:02:35.259Z,43.0,task
14044,346,END_OF_NR,Conversion,6928.0,R20,2022-06-07T11:44:45.740Z,2022-06-07T11:44:56.660Z,38.0,task
14045,346,END_OF_NR,Comparison,2042.0,R20,2022-06-08T07:34:32.929Z,2022-06-08T07:34:36.553Z,42.0,task
14046,346,END_OF_NR,Order,7886.0,R20,2022-06-08T09:27:49.822Z,2022-06-08T09:27:57.904Z,46.0,task
14047,346,END_OF_NR,Comparison,1600.0,R20,2022-06-13T06:48:27.003Z,2022-06-13T06:48:31.200Z,33.0,task
14048,346,END_OF_NR,Landing,6050.0,R20,2022-06-20T11:33:44.802Z,2022-06-20T11:33:54.413Z,48.0,task
14049,346,END_OF_NR,Distance,5313.0,R20,2022-06-23T11:05:29.487Z,2022-06-23T11:05:34.972Z,44.0,task
14050,346,END_OF_NR,Order,31116.0,R20,2022-06-30T11:13:50.025Z,2022-06-30T11:15:44.332Z,46.0,task
14051,346,END_OF_NR,Order,5353.0,R20,2022-07-04T07:19:57.382Z,2022-07-04T07:20:02.925Z,46.0,task
14052,346,END_OF_NR,Landing,6091.0,R20,2022-09-22T09:49:43.398Z,2022-09-22T09:49:52.488Z,50.0,task
14053,346,END_OF_NR,Landing,6244.0,R20,2022-09-27T06:38:33.170Z,2022-09-27T06:38:44.283Z,48.0,task
14054,346,FREE_TRAINING,Sliderule,16651.0,R10,2023-01-24T08:49:23.837Z,2023-01-24T08:49:40.449Z,0.0,task
14055,346,END_OF_NR,Distance,32494.0,R20,2023-01-27T07:49:07.419Z,2023-01-27T07:49:40.038Z,44.0,task
14056,346,FREE_TRAINING,Sliderule,7425.0,R10,2023-01-31T07:47:07.251Z,2023-01-31T07:47:14.595Z,0.0,task
14057,346,FREE_TRAINING,Sliderule,3933.0,R10,2023-02-01T08:56:36.647Z,2023-02-01T08:56:40.540Z,0.0,task
14058,346,FREE_TRAINING,Sliderule,16601.0,R10,2023-02-02T08:27:43.588Z,2023-02-02T08:28:00.134Z,0.0,task
14059,346,END_OF_NR,Comparison,1519.0,R20,2023-02-03T09:33:48.741Z,2023-02-03T09:33:50.392Z,33.0,task
14060,347,NORMAL,Subitizing,22194.0,R10,2021-04-28T10:28:33.575Z,2021-04-28T10:28:58.049Z,1.0,task
14061,347,NORMAL,Landing,6079.0,R10,2021-04-28T10:57:56.653Z,2021-04-28T10:58:03.779Z,18.0,task
14062,347,NORMAL,Calculator,3167.0,R10,2021-04-28T11:00:58.622Z,2021-04-28T11:01:18.423Z,30.0,task
14063,347,NORMAL,Landing,6833.0,R10,2021-04-29T05:58:34.191Z,2021-04-29T05:58:44.103Z,19.0,task
14065,347,END_OF_NR,Calculator,2516.0,R10,2021-04-29T08:32:02.402Z,2021-04-29T08:32:11.425Z,30.0,task
14066,347,NORMAL,Landing,6991.0,R10,2021-04-29T08:42:36.710Z,2021-04-29T08:42:46.305Z,19.0,task
14067,347,NORMAL,Conversion,7584.0,R20,2021-04-30T10:49:45.524Z,2021-04-30T10:50:29.346Z,35.0,task
14068,347,NORMAL,Landing,7064.0,R20,2021-04-30T10:58:45.391Z,2021-04-30T10:58:53.718Z,51.0,task
14069,347,NORMAL,Landing,6937.0,R20,2021-05-17T11:14:55.533Z,2021-05-17T11:15:04.289Z,51.0,task
14070,347,END_OF_NR,Landing,6074.0,R20,2021-05-17T11:15:48.033Z,2021-05-17T11:15:55.191Z,49.0,task
14071,347,END_OF_NR,Comparison,2171.0,R20,2021-05-18T07:00:29.724Z,2021-05-18T07:00:34.419Z,42.0,task
14074,347,END_OF_NR,Comparison,1281.0,R20,2021-05-19T06:24:51.407Z,2021-05-19T06:24:53.676Z,43.0,task
14075,347,END_OF_NR,Comparison,2175.0,R20,2021-05-19T06:27:48.108Z,2021-05-19T06:27:52.837Z,42.0,task
14078,347,NORMAL,Calculator,4896.0,R20,2021-05-19T15:56:51.758Z,2021-05-19T15:57:21.521Z,62.0,task
14079,347,END_OF_NR,Conversion,5213.0,R20,2021-05-20T10:13:53.753Z,2021-05-20T10:13:58.986Z,35.0,task
14080,347,END_OF_NR,Distance,104219.0,R20,2021-05-20T10:14:31.559Z,2021-05-20T10:17:41.324Z,44.0,task
14082,347,NORMAL,Calculator,2876.0,R20,2021-05-20T11:06:36.017Z,2021-05-20T11:06:46.961Z,62.0,task
14084,347,END_OF_NR,Comparison,1063.0,R20,2021-05-25T11:23:40.294Z,2021-05-25T11:23:43.306Z,33.0,task
14086,347,END_OF_NR,Estimation on Number Line,2258.0,R20,2021-05-26T06:19:20.064Z,2021-05-26T06:19:22.532Z,39.0,task
14087,347,NORMAL,Calculator,4871.0,R20,2021-05-26T06:31:07.939Z,2021-05-26T06:31:14.073Z,62.0,task
14088,347,NORMAL,Calculator,3027.0,R20,2021-05-26T06:51:52.671Z,2021-05-26T06:51:55.869Z,61.0,task
14091,347,NORMAL,Calculator,10801.0,R20,2021-05-26T10:29:11.136Z,2021-05-26T10:29:49.178Z,61.0,task
14093,347,END_OF_NR,Comparison,2022.0,R20,2021-05-27T06:26:58.059Z,2021-05-27T06:27:01.267Z,42.0,task
14094,347,END_OF_NR,Conversion,7129.0,R20,2021-05-27T08:12:21.974Z,2021-05-27T08:12:29.290Z,37.0,task
14095,347,NORMAL,Plus-minus,32690.0,R20,2021-05-27T10:23:52.182Z,2021-05-27T10:24:25.039Z,60.0,task
14098,347,NORMAL,Plus-minus,7250.0,R20,2021-05-27T10:31:18.864Z,2021-05-27T10:31:26.269Z,60.0,task
14100,347,END_OF_NR,Comparison,2345.0,R20,2021-05-28T06:29:01.773Z,2021-05-28T06:29:05.374Z,42.0,task
14101,347,NORMAL,Plus-minus,6838.0,R20,2021-05-28T06:43:39.830Z,2021-05-28T06:43:46.870Z,60.0,task
14102,347,END_OF_NR,Distance,12712.0,R20,2021-05-31T06:22:17.288Z,2021-05-31T06:22:30.140Z,45.0,task
14103,347,NORMAL,Calculator,6065.0,R20,2021-05-31T06:57:46.464Z,2021-05-31T06:57:52.643Z,56.0,task
14105,347,NORMAL,Calculator,3757.0,R20,2021-05-31T10:37:42.793Z,2021-05-31T10:37:46.666Z,56.0,task
14106,347,END_OF_NR,Conversion,6894.0,R20,2021-06-01T08:31:53.075Z,2021-06-01T08:32:00.113Z,37.0,task
14107,347,NORMAL,Calculator,114035.0,R20,2021-06-01T08:52:22.375Z,2021-06-01T08:55:06.553Z,61.0,task
14108,347,END_OF_NR,Comparison,822.0,R20,2021-06-02T06:27:09.822Z,2021-06-02T06:29:10.348Z,43.0,task
14109,347,NORMAL,Calculator,5119.0,R20,2021-06-02T06:43:50.331Z,2021-06-02T06:43:55.650Z,61.0,task
14110,347,END_OF_NR,Comparison,897.0,R20,2021-06-03T06:24:23.469Z,2021-06-03T06:24:26.199Z,43.0,task
14111,347,NORMAL,Calculator,3317.0,R20,2021-06-03T10:28:22.669Z,2021-06-03T10:28:27.736Z,62.0,task
14112,347,NORMAL,Calculator,4922.0,R20,2021-06-03T11:19:53.011Z,2021-06-03T11:19:58.098Z,61.0,task
14113,347,END_OF_NR,Conversion,6441.0,R20,2021-06-04T06:14:09.575Z,2021-06-04T06:14:16.069Z,37.0,task
14114,347,NORMAL,Calculator,6909.0,R20,2021-06-04T06:40:03.391Z,2021-06-04T06:40:15.503Z,71.0,task
14115,347,END_OF_NR,Conversion,3582.0,R20,2021-06-07T06:16:21.151Z,2021-06-07T06:16:24.944Z,35.0,task
14116,347,NORMAL,Calculator,4439.0,R20,2021-06-07T06:34:14.294Z,2021-06-07T06:34:27.517Z,71.0,task
14117,347,NORMAL,Scale: Decomposition,16563.0,R20,2021-06-07T06:44:46.809Z,2021-06-07T06:45:03.540Z,70.0,task
14118,347,END_OF_NR,Landing,6075.0,R20,2021-06-08T06:21:17.508Z,2021-06-08T06:21:24.538Z,49.0,task
14120,347,END_OF_NR,Order,2648.0,R20,2021-06-08T07:05:40.519Z,2021-06-08T07:05:43.409Z,46.0,task
14122,347,NORMAL,Comparison,303.0,R100,2021-06-08T08:18:06.508Z,2021-06-08T08:18:08.016Z,94.0,task
14124,347,NORMAL,Comparison,754.0,R100,2021-06-08T09:38:35.613Z,2021-06-08T09:38:58.806Z,94.0,task
14126,347,NORMAL,Write as multiplication,18157.0,R20,2021-06-08T13:59:45.385Z,2021-06-08T14:01:25.696Z,73.0,task
14127,347,NORMAL,Write as multiplication,21438.0,R20,2021-06-08T16:19:17.983Z,2021-06-08T16:20:40.917Z,73.0,task
14128,347,NORMAL,Landing,6074.0,R100,2021-06-08T16:47:35.123Z,2021-06-08T16:47:42.970Z,108.0,task
14129,347,NORMAL,Landing,7500.0,R100,2021-06-09T06:22:59.285Z,2021-06-09T06:23:25.684Z,110.0,task
14130,347,NORMAL,Calculator,6291.0,R100,2021-06-09T06:42:50.896Z,2021-06-09T06:42:57.379Z,116.0,task
14132,347,NORMAL,Landing,7205.0,R100,2021-06-10T06:24:23.940Z,2021-06-10T06:27:25.843Z,110.0,task
14134,347,NORMAL,Landing,7364.0,R100,2021-06-10T08:20:45.532Z,2021-06-10T08:20:57.691Z,110.0,task
14135,347,NORMAL,Calculator,22428.0,R100,2021-06-10T15:54:46.648Z,2021-06-10T15:55:38.588Z,121.0,task
14136,347,NORMAL,Landing,7606.0,R100,2021-06-11T09:05:15.343Z,2021-06-11T09:05:24.445Z,110.0,task
14138,347,NORMAL,Landing,7312.0,R100,2021-06-14T06:23:06.448Z,2021-06-14T06:24:00.502Z,110.0,task
14139,347,NORMAL,Landing,7378.0,R100,2021-06-14T06:40:51.567Z,2021-06-14T06:41:00.273Z,110.0,task
14140,347,NORMAL,Calculator,8693.0,R100,2021-06-14T06:42:41.532Z,2021-06-14T06:42:50.349Z,121.0,task
14144,347,NORMAL,Landing,7489.0,R100,2021-06-15T09:29:42.954Z,2021-06-15T09:30:22.357Z,110.0,task
14145,347,NORMAL,Landing,7425.0,R100,2021-06-16T11:19:52.269Z,2021-06-16T11:20:05.062Z,110.0,task
14146,347,NORMAL,Landing,6803.0,R100,2021-06-17T08:56:28.329Z,2021-06-17T08:56:37.887Z,110.0,task
14148,347,NORMAL,Landing,7498.0,R100,2021-06-18T06:29:42.953Z,2021-06-18T06:29:53.068Z,111.0,task
14149,347,NORMAL,Landing,7324.0,R100,2021-06-21T06:26:04.661Z,2021-06-21T06:27:20.285Z,110.0,task
14150,347,NORMAL,Landing,7532.0,R100,2021-06-22T06:23:22.281Z,2021-06-22T06:23:32.942Z,110.0,task
14151,347,NORMAL,Landing,7474.0,R100,2021-06-22T07:03:15.019Z,2021-06-22T07:03:33.582Z,110.0,task
14152,347,NORMAL,Landing,7028.0,R100,2021-06-22T07:07:21.388Z,2021-06-22T07:07:29.615Z,111.0,task
14153,347,NORMAL,Landing,6880.0,R100,2021-06-23T06:38:09.899Z,2021-06-23T06:40:19.707Z,111.0,task
14154,347,NORMAL,Write as multiplication,13299.0,R20,2021-06-23T06:56:00.523Z,2021-06-23T06:56:13.871Z,73.0,task
14155,347,NORMAL,Landing,6079.0,R100,2021-06-24T06:14:58.953Z,2021-06-24T06:16:29.432Z,112.0,task
14156,347,NORMAL,Landing,7507.0,R100,2021-06-24T08:09:20.246Z,2021-06-24T08:09:30.128Z,110.0,task
14157,347,NORMAL,Landing,6087.0,R100,2021-06-28T07:31:10.670Z,2021-06-28T07:31:59.240Z,112.0,task
14158,347,NORMAL,Landing,6087.0,R100,2021-06-29T07:08:17.494Z,2021-06-29T07:09:12.359Z,109.0,task
14159,347,NORMAL,Landing,6085.0,R100,2021-06-30T06:38:50.812Z,2021-06-30T06:38:59.556Z,112.0,task
14160,347,END_OF_NR,Conversion,11753.0,R100,2021-07-01T06:26:32.464Z,2021-07-01T06:26:44.379Z,99.0,task
14161,347,END_OF_NR,Conversion,13388.0,R100,2021-07-01T10:25:52.430Z,2021-07-01T10:26:06.118Z,99.0,task
14162,347,END_OF_NR,Landing,6081.0,R100,2021-07-02T06:22:02.436Z,2021-07-02T06:22:09.489Z,109.0,task
14163,347,NORMAL,Calculator,26736.0,R100,2021-07-02T06:40:55.918Z,2021-07-02T06:41:35.373Z,125.0,task
14164,347,END_OF_NR,Landing,7124.0,R100,2021-07-05T10:26:41.979Z,2021-07-05T10:27:45.066Z,110.0,task
14165,347,END_OF_NR,Conversion,4612.0,R100,2021-07-06T07:02:00.097Z,2021-07-06T07:02:20.079Z,97.0,task
14166,347,END_OF_NR,Conversion,3866.0,R100,2021-07-08T06:21:59.744Z,2021-07-08T06:22:03.774Z,98.0,task
14167,347,END_OF_NR,Conversion,16174.0,R100,2021-08-25T09:09:33.660Z,2021-08-25T09:10:10.168Z,98.0,task
14168,347,END_OF_NR,Distance,6770.0,R100,2021-08-27T09:15:16.653Z,2021-08-27T09:15:33.476Z,104.0,task
14169,347,END_OF_NR,Landing,7386.0,R100,2021-08-30T10:17:42.388Z,2021-08-30T10:17:52.161Z,111.0,task
14170,347,END_OF_NR,Landing,6088.0,R100,2021-09-02T10:17:21.883Z,2021-09-02T10:17:36.547Z,109.0,task
14171,347,END_OF_NR,Secret Number,65206.0,R100,2021-09-03T06:42:18.801Z,2021-09-03T06:43:24.141Z,107.0,task
14172,347,END_OF_NR,Distance,4755.0,R100,2021-09-06T10:21:56.349Z,2021-09-06T10:22:01.240Z,104.0,task
14173,347,END_OF_NR,Conversion,30137.0,R100,2021-09-09T08:45:12.630Z,2021-09-09T08:45:42.952Z,99.0,task
14174,347,END_OF_NR,Comparison,1278.0,R100,2021-09-09T09:08:36.459Z,2021-09-09T09:08:40.131Z,103.0,task
14175,347,END_OF_NR,Landing,6097.0,R100,2021-09-14T09:22:40.406Z,2021-09-14T09:22:50.779Z,112.0,task
14176,347,END_OF_NR,Distance,3534.0,R100,2021-09-16T10:19:02.314Z,2021-09-16T10:19:48.844Z,104.0,task
14178,347,END_OF_NR,Landing,7497.0,R100,2021-09-21T09:16:56.787Z,2021-09-21T09:18:06.912Z,110.0,task
14179,347,END_OF_NR,Estimation,1571.0,R100,2021-09-22T09:18:04.756Z,2021-09-22T09:20:57.816Z,95.0,task
14180,347,END_OF_NR,Estimation,2152.0,R100,2021-09-24T06:39:22.831Z,2021-09-24T06:39:26.221Z,95.0,task
14181,347,END_OF_NR,Landing,7577.0,R100,2021-09-27T06:37:53.276Z,2021-09-27T06:38:02.795Z,110.0,task
14182,347,END_OF_NR,Comparison,959.0,R100,2021-09-28T09:17:09.425Z,2021-09-28T09:17:35.266Z,94.0,task
14183,347,END_OF_NR,Conversion,37433.0,R100,2021-09-28T09:26:35.274Z,2021-09-28T09:27:12.833Z,97.0,task
14184,347,END_OF_NR,Estimation,1686.0,R100,2021-09-29T09:20:22.285Z,2021-09-29T09:20:25.141Z,95.0,task
14185,347,END_OF_NR,Landing,7272.0,R100,2021-10-05T10:48:20.605Z,2021-10-05T10:48:29.161Z,110.0,task
14186,347,END_OF_NR,Distance,15323.0,R100,2021-10-06T09:15:17.679Z,2021-10-06T09:15:52.778Z,104.0,task
14187,347,END_OF_NR,Comparison,902.0,R100,2021-10-11T06:45:07.370Z,2021-10-11T06:45:09.892Z,94.0,task
14188,347,END_OF_NR,Conversion,127313.0,R100,2021-10-12T09:18:08.154Z,2021-10-12T09:22:07.469Z,99.0,task
14189,347,END_OF_NR,Distance,17940.0,R100,2021-10-13T09:16:21.095Z,2021-10-13T09:16:39.183Z,105.0,task
14190,347,END_OF_NR,Landing,6080.0,R100,2021-10-14T06:44:58.878Z,2021-10-14T06:45:05.851Z,109.0,task
14191,347,END_OF_NR,Conversion,5286.0,R100,2021-10-26T09:20:50.503Z,2021-10-26T09:20:55.945Z,99.0,task
14192,347,END_OF_NR,Conversion,3476.0,R100,2021-10-27T09:11:43.085Z,2021-10-27T09:11:46.748Z,97.0,task
14193,347,NORMAL,Distance,71020.0,R100,2021-10-27T11:17:56.102Z,2021-10-27T11:19:07.277Z,104.0,task
14194,347,END_OF_NR,Conversion,78236.0,R100,2021-11-01T07:39:14.868Z,2021-11-01T07:41:23.961Z,97.0,task
14195,347,END_OF_NR,Landing,6989.0,R100,2021-11-03T10:22:00.628Z,2021-11-03T10:22:08.835Z,111.0,task
14196,347,END_OF_NR,Comparison,988.0,R100,2021-11-08T07:39:47.372Z,2021-11-08T07:39:49.972Z,94.0,task
14197,347,NORMAL,Distance,26191.0,R100,2021-11-08T10:17:32.353Z,2021-11-08T10:17:58.707Z,105.0,task
14198,347,END_OF_NR,Landing,6107.0,R100,2021-11-09T10:23:05.822Z,2021-11-09T10:23:13.933Z,108.0,task
14199,347,END_OF_NR,Landing,6083.0,R100,2021-11-10T10:12:44.515Z,2021-11-10T10:12:52.251Z,112.0,task
14200,347,END_OF_NR,Landing,6711.0,R100,2021-11-15T07:41:28.486Z,2021-11-15T07:41:36.654Z,111.0,task
14201,347,END_OF_NR,Distance,29750.0,R100,2021-11-15T10:23:02.631Z,2021-11-15T10:23:32.537Z,105.0,task
14202,347,END_OF_NR,Comparison,894.0,R100,2021-11-16T11:12:10.686Z,2021-11-16T11:12:13.155Z,94.0,task
14203,347,END_OF_NR,Landing,7239.0,R100,2021-11-17T11:05:16.390Z,2021-11-17T11:05:24.618Z,110.0,task
14204,347,END_OF_NR,Landing,7750.0,R100,2021-11-22T10:11:47.385Z,2021-11-22T10:11:56.207Z,111.0,task
14205,347,END_OF_NR,Estimation on Number Line,2617.0,R100,2021-11-23T09:53:44.049Z,2021-11-23T09:53:46.822Z,100.0,task
14206,347,END_OF_NR,Conversion,6406.0,R100,2021-11-29T10:18:56.217Z,2021-11-29T10:19:02.744Z,97.0,task
14207,347,END_OF_NR,Comparison,1173.0,R100,2021-11-30T09:54:45.004Z,2021-11-30T09:54:47.853Z,103.0,task
14208,347,END_OF_NR,Conversion,9518.0,R100,2021-12-01T09:29:16.312Z,2021-12-01T09:29:25.887Z,99.0,task
14209,347,END_OF_NR,Landing,6091.0,R100,2021-12-06T10:16:59.087Z,2021-12-06T10:17:07.370Z,108.0,task
14210,347,END_OF_NR,Comparison,883.0,R100,2021-12-07T10:11:27.551Z,2021-12-07T10:11:29.743Z,94.0,task
14211,347,END_OF_NR,Landing,7439.0,R100,2021-12-08T10:15:16.464Z,2021-12-08T10:15:24.874Z,110.0,task
14212,347,END_OF_NR,Conversion,6300.0,R100,2021-12-13T10:21:15.185Z,2021-12-13T10:23:26.886Z,98.0,task
14213,347,END_OF_NR,Distance,35261.0,R100,2021-12-14T10:18:51.825Z,2021-12-14T10:19:27.135Z,105.0,task
14214,347,END_OF_NR,Order,3423.0,R100,2022-01-12T10:21:02.453Z,2022-01-12T10:21:06.011Z,106.0,task
14215,347,END_OF_NR,Landing,6144.0,R100,2022-01-17T10:20:46.671Z,2022-01-17T10:20:57.532Z,108.0,task
14216,347,END_OF_NR,Conversion,9110.0,R100,2022-01-19T10:20:25.344Z,2022-01-19T10:20:34.643Z,97.0,task
14217,347,END_OF_NR,Estimation,2512.0,R100,2022-01-24T10:15:19.567Z,2022-01-24T10:15:23.611Z,95.0,task
14218,347,END_OF_NR,Landing,8357.0,R100,2022-02-02T07:39:56.824Z,2022-02-02T07:40:06.425Z,110.0,task
14219,347,END_OF_NR,Landing,8402.0,R100,2022-02-03T09:33:00.162Z,2022-02-03T09:34:52.197Z,110.0,task
14220,347,END_OF_NR,Comparison,1204.0,R100,2022-02-04T07:41:06.570Z,2022-02-04T07:41:09.591Z,103.0,task
14221,347,END_OF_NR,Landing,6065.0,R100,2022-02-07T07:45:05.781Z,2022-02-07T07:45:13.893Z,108.0,task
14222,347,END_OF_NR,Landing,6076.0,R100,2022-02-09T07:36:08.305Z,2022-02-09T07:36:18.030Z,112.0,task
14223,347,END_OF_NR,Landing,8108.0,R100,2022-02-14T10:20:54.186Z,2022-02-14T10:21:03.998Z,110.0,task
14224,347,END_OF_NR,Landing,8267.0,R100,2022-02-15T11:10:24.530Z,2022-02-15T11:11:50.726Z,110.0,task
14225,347,END_OF_NR,Distance,37256.0,R100,2022-02-16T07:33:54.229Z,2022-02-16T07:38:08.299Z,105.0,task
14226,347,END_OF_NR,Distance,65352.0,R100,2022-02-28T10:23:42.611Z,2022-02-28T10:28:56.339Z,105.0,task
14227,347,END_OF_NR,Landing,8380.0,R100,2022-03-02T10:25:02.012Z,2022-03-02T10:25:11.356Z,111.0,task
14228,347,END_OF_NR,Landing,8292.0,R100,2022-03-02T12:21:39.716Z,2022-03-02T12:22:40.993Z,110.0,task
14229,347,END_OF_NR,Conversion,10297.0,R100,2022-03-04T07:36:51.800Z,2022-03-04T07:37:02.144Z,99.0,task
14230,347,END_OF_NR,Landing,7900.0,R100,2022-03-07T10:18:56.332Z,2022-03-07T10:19:07.453Z,111.0,task
14231,347,END_OF_NR,Distance,20617.0,R100,2022-03-08T10:16:02.393Z,2022-03-08T10:16:23.082Z,105.0,task
14232,347,END_OF_NR,Secret Number,40878.0,R100,2022-03-09T10:08:32.391Z,2022-03-09T10:09:39.650Z,107.0,task
14233,347,END_OF_NR,Distance,9878.0,R100,2022-03-10T07:48:16.579Z,2022-03-10T07:48:26.565Z,104.0,task
14234,347,END_OF_NR,Distance,13487.0,R100,2022-03-11T07:37:10.184Z,2022-03-11T07:37:23.755Z,105.0,task
14235,347,END_OF_NR,Conversion,12764.0,R100,2022-03-14T07:58:07.287Z,2022-03-14T07:58:20.116Z,99.0,task
14236,347,END_OF_NR,Conversion,5381.0,R100,2022-03-14T09:53:42.539Z,2022-03-14T09:53:48.046Z,98.0,task
14237,347,END_OF_NR,Comparison,1351.0,R100,2022-03-15T10:04:01.803Z,2022-03-15T10:04:10.433Z,103.0,task
14238,347,NORMAL,Calculator,9874.0,R100,2022-03-15T11:45:37.405Z,2022-03-15T11:45:47.468Z,133.0,task
14239,347,END_OF_NR,Landing,7783.0,R100,2022-03-22T10:11:56.393Z,2022-03-22T10:12:06.682Z,111.0,task
14240,347,NORMAL,Calculator,6048.0,R100,2022-03-22T11:43:05.152Z,2022-03-22T11:43:11.240Z,133.0,task
14241,347,END_OF_NR,Comparison,983.0,R100,2022-03-23T07:44:37.199Z,2022-03-23T07:44:48.215Z,94.0,task
14242,347,END_OF_NR,Landing,6085.0,R100,2022-03-23T10:20:17.692Z,2022-03-23T10:20:41.964Z,112.0,task
14243,347,END_OF_NR,Distance,8412.0,R100,2022-03-24T07:40:34.616Z,2022-03-24T07:40:43.132Z,105.0,task
14244,347,END_OF_NR,Secret Number,68508.0,R100,2022-03-25T07:39:47.956Z,2022-03-25T07:40:56.549Z,107.0,task
14245,347,END_OF_NR,Comparison,1244.0,R100,2022-03-28T06:34:52.937Z,2022-03-28T06:34:56.958Z,103.0,task
14246,347,NORMAL,Calculator,15100.0,R100,2022-03-28T09:17:26.070Z,2022-03-28T09:18:09.584Z,133.0,task
14247,347,END_OF_NR,Conversion,9015.0,R100,2022-03-29T09:29:18.426Z,2022-03-29T09:29:27.494Z,99.0,task
14248,347,END_OF_NR,Conversion,18494.0,R100,2022-04-01T06:41:23.531Z,2022-04-01T06:41:42.081Z,98.0,task
14249,347,END_OF_NR,Conversion,11009.0,R100,2022-04-04T06:34:22.942Z,2022-04-04T06:34:33.926Z,99.0,task
14250,347,NORMAL,Calculator,13751.0,R100,2022-04-04T08:57:07.788Z,2022-04-04T08:57:21.496Z,133.0,task
14251,347,END_OF_NR,Conversion,5287.0,R100,2022-04-05T08:50:41.988Z,2022-04-05T08:50:47.369Z,99.0,task
14252,347,NORMAL,Calculator,5790.0,R100,2022-04-05T10:47:15.124Z,2022-04-05T10:47:21.005Z,133.0,task
14253,347,END_OF_NR,Estimation on Number Line,12193.0,R100,2022-04-06T06:33:18.613Z,2022-04-06T06:33:30.965Z,100.0,task
14254,347,NORMAL,Scale: Subtraction by Tens and Ones,15179.0,R100,2022-04-06T09:01:38.436Z,2022-04-06T09:01:53.732Z,134.0,task
14255,347,END_OF_NR,Comparison,1202.0,R100,2022-04-07T06:45:55.318Z,2022-04-07T06:45:58.369Z,103.0,task
14256,347,NORMAL,Conversion,10077.0,R1000,2022-04-07T09:09:00.229Z,2022-04-07T09:09:09.984Z,169.0,task
14257,347,NORMAL,Write as multiplication,20915.0,R100,2022-04-07T10:27:18.714Z,2022-04-07T10:27:39.705Z,138.0,task
14258,347,NORMAL,Landing,6159.0,R1000,2022-04-08T06:34:20.631Z,2022-04-08T06:34:31.446Z,179.0,task
14259,347,NORMAL,Landing,6104.0,R1000,2022-04-08T12:06:27.289Z,2022-04-08T12:06:46.564Z,179.0,task
14260,347,NORMAL,Landing,6112.0,R1000,2022-04-11T06:37:51.545Z,2022-04-11T06:38:01.066Z,179.0,task
14261,347,NORMAL,Landing,6060.0,R1000,2022-04-11T09:04:17.897Z,2022-04-11T09:04:29.601Z,180.0,task
14262,347,NORMAL,Conversion,44671.0,R1000,2022-04-11T11:24:32.402Z,2022-04-11T11:27:08.431Z,171.0,task
14263,347,NORMAL,Conversion,11545.0,R1000,2022-04-12T10:41:32.521Z,2022-04-12T10:41:44.106Z,171.0,task
14264,347,NORMAL,Landing,8302.0,R1000,2022-04-13T06:46:55.980Z,2022-04-13T06:47:05.294Z,181.0,task
14265,347,NORMAL,Conversion,6888.0,R1000,2022-04-19T09:16:21.276Z,2022-04-19T09:16:28.218Z,170.0,task
14266,347,NORMAL,Landing,7983.0,R1000,2022-04-19T10:51:13.782Z,2022-04-19T10:51:46.527Z,181.0,task
14267,347,NORMAL,Landing,6071.0,R1000,2022-04-20T06:35:10.906Z,2022-04-20T06:35:19.365Z,180.0,task
14268,347,NORMAL,Landing,9328.0,R1000,2022-04-21T06:38:58.217Z,2022-04-21T06:41:44.924Z,181.0,task
14269,347,NORMAL,Series,24896.0,R100,2022-04-21T09:12:25.182Z,2022-04-21T09:12:50.130Z,147.0,task
14271,347,NORMAL,Landing,6006.0,R1000,2022-06-14T06:27:40.302Z,2022-06-14T06:27:50.933Z,180.0,task
14272,347,NORMAL,Landing,5831.0,R1000,2022-06-17T06:38:31.460Z,2022-06-17T06:40:02.991Z,180.0,task
14273,347,NORMAL,Landing,8782.0,R1000,2022-06-20T06:39:04.365Z,2022-06-20T06:39:16.310Z,181.0,task
